Paper_code,Compound_name,CAS,Quantity,Plant_parts,Techniques,Formula,Classification,Activity,Plant_type,Exp_condition,IUPAC
JELcain2012Lea,beta- cadinene,NA,3.6,Leaves,GC-MS-MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,(e)-beta-farnesene,18794-84-8,4.04,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,hydro-distillation,"(6E)-7,11-dimethyl-3-methylidenedodeca-1,6,10-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,(e)-beta-farnesene,18794-84-8,4.04,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,hydro-distillation,"(6E)-7,11-dimethyl-3-methylidenedodeca-1,6,10-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,(e)-beta-farnesene,18794-84-8,4.04,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,hydro-distillation,"(6E)-7,11-dimethyl-3-methylidenedodeca-1,6,10-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,(e)-beta-farnesene,18794-84-8,4.04,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,hydro-distillation,"(6E)-7,11-dimethyl-3-methylidenedodeca-1,6,10-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2004Lea,germacrene d,23986-74-5,1.1,Leaf,GC/MS,C15H24,sesquiterpene,"pheromone, antimicrobial, insecticide",Weed,normal,"(1E,6E,8S)-1-methyl-5-methylidene-8-propan-2-ylcyclodeca-1,6-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaet2013Aer,linalyl isobutyrate,NA,1.3,Aerial parts,GC and GC/MS,C14H24O2,NA,NA,Weed,Normal,"3,7-dimethylocta-1,6-dien-3-yl 2-methylpropanoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,humulene epoxide,NA,1.94,Flower and leaves,GC/FID and GC/MS,C15H24O,NA,NA,Weed,normal,"(4E,7E)-3,3,7,11-tetramethyl-12-oxabicyclo[9.1.0]dodeca-4,7-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2013Lea,cis-verbenol,1820-09-3,0.37,Leaves,GC and GC/MS,C10H16O,NA,NA,Weed,Air-dried under shade,"(1S,2S,5S)-4,6,6-trimethylbicyclo[3.1.1]hept-3-en-2-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,sabinene,3387-41-5,1.56,Aerial part,GC and GC/MS,C10H16,monoterpene derivative,NA,Weed,Hydrodistillation (biological),"4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,sabinene,3387-41-5,1.56,Aerial part,GC and GC/MS,C10H16,monoterpene derivative,NA,Weed,Hydrodistillation (biological),"4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaet2013Aer,ledene alcohol,NA,5.3,Aerial parts,GC and GC/MS,NA,NA,NA,Weed,Normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaca1999Flo,geranyl acetate,105-87-3,0.22,Flower and leaves,GC/FID and GC/MS,C12H20O2,monoterpene,NA,Weed,normal,"[(2E)-3,7-dimethylocta-2,6-dienyl] acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2012Fru,germacrene d,23986-74-5,tr,Fruit,GC and GC/MS,C15H24,sesquiterpene,"pheromone, antimicrobial, insecticide",Weed,normal,"(1E,6E,8S)-1-methyl-5-methylidene-8-propan-2-ylcyclodeca-1,6-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcasobe2014Lea,terpinen-4-ol,562-74-3,1.5,Leaves,GC/MS,C10H18O,monoterpene alcohol,"Allelopathic, Antiacetylcholinesterase, Antiacne Antiallergic, Antiasthmatic, Antibacterial, Antioxidant Antiseptic, Antispasmodic, Antitussive, Antiulce Bacteriostatic, Diuretic, Fungicide, Herbicide, Insectifuge Irritant, Nematicide, Pesticide, Renoirritant, Spermicide, Vulnerary",Weed,normal,"4-methyl-1-propan-2-ylcyclohex-3-en-1-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaca1999Flo,sesquisabinene,58319-04-3,0.62,Flower and leaves,GC/FID and GC/MS,C15H24,NA,NA,Weed,normal,"1-(6-methylhept-5-en-2-yl)-4-methylidenebicyclo[3.1.0]hexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,isocaryophyllene,118-65-0,0.21,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,normal,"(1R,4Z,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,isocaryophyllene,118-65-0,0.21,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,normal,"(1R,4Z,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,isocaryophyllene,118-65-0,0.21,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,normal,"(1R,4Z,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaca1999Flo,alpha-cedrene,469-61-4,0.57,Flower and leaves,GC/FID and GC/MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2008Lea,alpha-thujene,3917-48-4,0.4,Leaves,GC and GC/MS,C10H16,monoterpene,pungency,Weed,Air-dried,"4-methyl-1-propan-2-ylbicyclo[3.1.0]hex-3-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,4-nonanone,4485-09-0,0.85,Leaves,GC and GC/MS,C9H18O,NA,NA,Weed,shade-dried,"nonan-4-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,4-nonanone,4485-09-0,0.85,Leaves,GC and GC/MS,C9H18O,NA,NA,Weed,shade-dried,"nonan-4-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,spathulenol,6750-60-3,1,Leaf,GC and GC/MS,C15H24O,azulenic sesquiterpenol,Antimicrobial,Weed,shade-dried,"(1aR,4aR,7S,7aR,7bR)-1,1,7-trimethyl-4-methylidene-1a,2,3,4a,5,6,7a,7b-octahydrocyclopropa[h]azulen-7-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,spathulenol,6750-60-3,1,Leaf,GC and GC/MS,C15H24O,azulenic sesquiterpenol,Antimicrobial,Weed,shade-dried,"(1aR,4aR,7S,7aR,7bR)-1,1,7-trimethyl-4-methylidene-1a,2,3,4a,5,6,7a,7b-octahydrocyclopropa[h]azulen-7-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,spathulenol,6750-60-3,1,Leaf,GC and GC/MS,C15H24O,azulenic sesquiterpenol,Antimicrobial,Weed,shade-dried,"(1aR,4aR,7S,7aR,7bR)-1,1,7-trimethyl-4-methylidene-1a,2,3,4a,5,6,7a,7b-octahydrocyclopropa[h]azulen-7-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcasobe2014Lea,torreyol,9435-97-31,0.9,Leaves,GC/MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,1-octen-3-ol,3391-86-4,0.62,Aerial part,GC and GC/MS,C8H16O,alcohol,mosquito attractant,Weed,Hydrodistillation (biological),"oct-1-en-3-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,1-octen-3-ol,3391-86-4,0.62,Aerial part,GC and GC/MS,C8H16O,alcohol,mosquito attractant,Weed,Hydrodistillation (biological),"oct-1-en-3-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,alpha-curcumene,6/1/4176,1.34,Aerial part,GC and GC/MS,C15H22,sesquiterpene,NA,Weed,Hydrodistillation (biological),"1-methyl-4-(6-methylhept-5-en-2-yl)benzene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,alpha-curcumene,6/1/4176,1.34,Aerial part,GC and GC/MS,C15H22,sesquiterpene,NA,Weed,Hydrodistillation (biological),"1-methyl-4-(6-methylhept-5-en-2-yl)benzene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,beta-cubebene,13744-15-5,1.01,Flower and leaves,GC/FID and GC/MS,C15H24,sesquiterpene,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaca1999Flo,eugenol,97-53-0,0.28,Flower and leaves,GC/FID and GC/MS,C10H12O2,monoterpene derivative,"Acaricide, Allergenic, Analgesic, Anesthetic, AntiTnf, Antiaggregant, Antiarachidonate, Antibacteria, Anticonvulsant Antiedemic, Antiestrogenic, Antifeedant, Antigenotoxic, Antiherpetic, Antiinflammatory, Antikeratotic, Antimitotic, Antimutagenic, Antinitrosating, Antioxidant, Antiprostaglandin Antipyretic, Antiradicular, Antisalmonella, Antiseptic Antispasmodic, Antistaphylococcic, Antithromboxane Antitumor, Antiulcer, Antiviral, Apifuge, CNS-Depressant, COX-1-Inhibitor, COX-2-Inhibitor, Calcium-Antagonist, Cancer-Preventive, Candidicide, Carcinogenic, Carminative Choleretic, Cytochrome-P450-Inhibitor, Cytotoxic, Dermatitigenic Enterorelaxant, Fungicide, Hepatoprotective, Herbicide Insecticide, Insectifuge, Irritant, Juvabional, Larvicide Motor-Depressant, Nematicide, Neurotoxic, Perfumery Pesticide, Prostaglandin Synthesis-Inhibitor, Sedative, Termiticide, Trichomonicide, Trichomonistat Trypsin-Enhancer, Ulcerogenic, Varroacide, Vasodilator Vermifuge",Weed,normal,"2-methoxy-4-prop-2-enylphenol,,,,"
JELcain2012Lea,gamma-cadinene,39029-41-9,0.08,Leaf,GC and GC/MS,C15H24,bicyclic sesquiterpene,NA,Weed,Normal,"(1R,4aS,8aS)-7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,gamma-cadinene,39029-41-9,0.08,Leaf,GC and GC/MS,C15H24,bicyclic sesquiterpene,NA,Weed,Normal,"(1R,4aS,8aS)-7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcacu2004Lea,alpha-copaene,3856-25-5,0.1,Leaves,GC-FID and GC/MS,C15H24,sesquiterpene,NA,Weed,air-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2002Lea,delta-3-carene,13466-78-9,1.5,Leaves,GC and GC/MS,C10H16,bicyclic monoterpene,"Allergenic, Antibacterial, Antiinflammatory, Dermatitigenic, Flavor, Insectifuge, Irritant, Pesticide",Weed,hydrodistillation (conventional),"4,7,7-trimethylbicyclo[4.1.0]hept-3-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,phytol,150-86-7,0.3,Aerial part,GC and GC/MS,C20H40O,diterpene alcohol,for preparation of vitamins E and K1,Weed,Hydrodistillation (biological),"(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,phytol,150-86-7,0.3,Aerial part,GC and GC/MS,C20H40O,diterpene alcohol,for preparation of vitamins E and K1,Weed,Hydrodistillation (biological),"(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaeg2012Lea,farnesol,NA,6.38,Leaves,GC and GC/MS,C15H26O,sesquiterpene,NA,Weed,Normal,"(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2002Lea,alpha??-zingiberene,NA,1.7,Leaves,GC and GC/MS,NA,NA,NA,Weed,hydrodistillation (conventional),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Fru,trans -beta-caryophyllene,NA,21.42,Fruit,GC and GC/MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Fru,camphene,79-92-5,0.11,Fruit,GC and GC/MS,C10H16,monoterpene derivative,"Allelopathic, Antilithic, Antioxidant, Expectorant, Hypocholesterolemic, Insectifuge, Pesticide, Spasmogenic",Weed,Normal,"3,3-dimethyl-2-methylidenebicyclo[2.2.1]heptane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,beta copaene,NA,0.14,Aerial part,GC and GC/MS,NA,NA,NA,Weed,Hydrodistillation (biological),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,beta copaene,NA,0.14,Aerial part,GC and GC/MS,NA,NA,NA,Weed,Hydrodistillation (biological),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcacu2004Lea,(z)-3-hexenol,928-96-1,t,Leaves,GC-FID and GC/MS,C6H12O,alcohol,NA,Weed,air-dried,"(Z)-hex-3-en-1-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,davanone b,NA,1.22,Leaf,GC and GC/MS,C15H24O2,NA,NA,Weed,Normal,"2-[(2S,5R)-5-ethenyl-5-methyloxolan-2-yl]-6-methylhept-5-en-3-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,davanone b,NA,1.22,Leaf,GC and GC/MS,C15H24O2,NA,NA,Weed,Normal,"2-[(2S,5R)-5-ethenyl-5-methyloxolan-2-yl]-6-methylhept-5-en-3-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaca1999Flo,copaene,NA,0.16,Flower and leaves,GC/FID and GC/MS,C15H24,sesquiterpene,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaeg2014Lea,beta-guaiene,88-84-6,0.34,Leaves,GC and GC/MS,NA,NA,NA,Weed,hydrodistillation,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,bicyclogermacrene,24703-35-3,5.77,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,normal,"(4E,8E)-4,8,11,11-tetramethylbicyclo[8.1.0]undeca-4,8-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,bicyclogermacrene,24703-35-3,5.77,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,normal,"(4E,8E)-4,8,11,11-tetramethylbicyclo[8.1.0]undeca-4,8-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,bicyclogermacrene,24703-35-3,5.77,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,normal,"(4E,8E)-4,8,11,11-tetramethylbicyclo[8.1.0]undeca-4,8-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaca1999Flo,gamma-curcumene,28976-68-3,2.21,Flower and leaves,GC/FID and GC/MS,C15H24,NA,NA,Weed,normal,"1-methyl-4-[(2R)-6-methylhept-5-en-2-yl]cyclohexa-1,3-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2004Lea,alpha-terpineol,98-55-5,1.3,Leaf,GC/MS,C10H18O,monoterpene alcohol,pheromone,Weed,normal,"2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2002Lea,"acora-3,5-diene-11-ol",NA,0.1,Leaves,GC and GC/MS,NA,NA,NA,Weed,hydrodistillation (conventional),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2002Lea,(z)-beta-farnesene,28973-97-9,0.1,Leaves,GC and GC/MS,C15H24,sesquiterpene,"pheromone, insect repelllent",Weed,hydrodistillation (conventional),"(6Z)-7,11-dimethyl-3-methylidenedodeca-1,6,10-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaca1999Flo,linalool,78-70-6,0.28,Flower and leaves,GC/FID and GC/MS,C8H18O,monoterpene alcohol,"Acaricide, Allergenic, Anesthetic, Antiallergic, Antianaphylactic, Antibacterial, Anticariogenic, Anticonvulsant, Antiedemic Antiglutamaergic, Antihistaminic, Antiinflammatory, Antileukemic Antilymphomic, Antimange, Antiseptic, Antishock, Antispasmodic, Antiviral, Barbituate-Synergist - Bronchorelaxant, Cancer-Preventive, Candidistat, Culicide Expectorant, Fungicide, GABA-nergic, Hypnotic, Hypothermic Insecticide, Insectifuge, Irritant, Larvicide, Motor-Depressant, Nematicide, Perfumery, Pesticide, Prooxidant, Sedative, Termitifuge, Trichomonicide, Tumor-Promoter",Weed,normal,"3,7-dimethylocta-1,6-dien-3-ol,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,camphor,76-22-2,0.75,Leaves,GC-FID and GC-MS,C10H16O,monoterpene derivative,"Allelopathic, Analgesic, Anesthetic, Antiacne, Antidiarrheic Antidysenteric, Antiemetic, Antifeedant, Antifibrositic Antineuralgic, Antipruritic, Antiseptic, Antispasmodic, CNS-Stimulant, Cancer-Preventive, Carminative, Convulsant, Cosmetic, Counterirritant, Decongestant, Deliriant, Ecbolic Emetic, Epileptigenic, Expectorant, Fungicide, Herbicide Insect-Repellent, Insectifuge, Irritant, Nematicide, Occuloirritant, P450-2B1-Inhibitor, Pesticide, Respirainhibitor, Respirastimulant Rubefacient, Stimulant, Transdermal, Verrucolytic, Vibriocide",Weed,seosnal variability (September/2008),"4,7,7-trimethylbicyclo[2.2.1]heptan-3-one,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,camphor,76-22-2,0.75,Leaves,GC-FID and GC-MS,C10H16O,monoterpene derivative,"Allelopathic, Analgesic, Anesthetic, Antiacne, Antidiarrheic Antidysenteric, Antiemetic, Antifeedant, Antifibrositic Antineuralgic, Antipruritic, Antiseptic, Antispasmodic, CNS-Stimulant, Cancer-Preventive, Carminative, Convulsant, Cosmetic, Counterirritant, Decongestant, Deliriant, Ecbolic Emetic, Epileptigenic, Expectorant, Fungicide, Herbicide Insect-Repellent, Insectifuge, Irritant, Nematicide, Occuloirritant, P450-2B1-Inhibitor, Pesticide, Respirainhibitor, Respirastimulant Rubefacient, Stimulant, Transdermal, Verrucolytic, Vibriocide",Weed,seosnal variability (September/2008),"4,7,7-trimethylbicyclo[2.2.1]heptan-3-one,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,camphor,76-22-2,0.75,Leaves,GC-FID and GC-MS,C10H16O,monoterpene derivative,"Allelopathic, Analgesic, Anesthetic, Antiacne, Antidiarrheic Antidysenteric, Antiemetic, Antifeedant, Antifibrositic Antineuralgic, Antipruritic, Antiseptic, Antispasmodic, CNS-Stimulant, Cancer-Preventive, Carminative, Convulsant, Cosmetic, Counterirritant, Decongestant, Deliriant, Ecbolic Emetic, Epileptigenic, Expectorant, Fungicide, Herbicide Insect-Repellent, Insectifuge, Irritant, Nematicide, Occuloirritant, P450-2B1-Inhibitor, Pesticide, Respirainhibitor, Respirastimulant Rubefacient, Stimulant, Transdermal, Verrucolytic, Vibriocide",Weed,seosnal variability (September/2008),"4,7,7-trimethylbicyclo[2.2.1]heptan-3-one,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,camphor,76-22-2,0.75,Leaves,GC-FID and GC-MS,C10H16O,monoterpene derivative,"Allelopathic, Analgesic, Anesthetic, Antiacne, Antidiarrheic Antidysenteric, Antiemetic, Antifeedant, Antifibrositic Antineuralgic, Antipruritic, Antiseptic, Antispasmodic, CNS-Stimulant, Cancer-Preventive, Carminative, Convulsant, Cosmetic, Counterirritant, Decongestant, Deliriant, Ecbolic Emetic, Epileptigenic, Expectorant, Fungicide, Herbicide Insect-Repellent, Insectifuge, Irritant, Nematicide, Occuloirritant, P450-2B1-Inhibitor, Pesticide, Respirainhibitor, Respirastimulant Rubefacient, Stimulant, Transdermal, Verrucolytic, Vibriocide",Weed,seosnal variability (September/2008),"4,7,7-trimethylbicyclo[2.2.1]heptan-3-one,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,2-hexenal,505-57-7,0.08,Aerial part,GC and GC/MS,C6H10O,NA,NA,Weed,Hydrodistillation (biological),"(E)-hex-2-enal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,2-hexenal,505-57-7,0.08,Aerial part,GC and GC/MS,C6H10O,NA,NA,Weed,Hydrodistillation (biological),"(E)-hex-2-enal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaet2013Aer,bicyclogermacrene,24703-35-3,3.7,Aerial parts,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,Normal,"(4E,8E)-4,8,11,11-tetramethylbicyclo[8.1.0]undeca-4,8-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,camphor,76-22-2,0.08,Leaves,GC-FID and GC-MS,C10H16O,monoterpene derivative,"Allelopathic, Analgesic, Anesthetic, Antiacne, Antidiarrheic Antidysenteric, Antiemetic, Antifeedant, Antifibrositic Antineuralgic, Antipruritic, Antiseptic, Antispasmodic, CNS-Stimulant, Cancer-Preventive, Carminative, Convulsant, Cosmetic, Counterirritant, Decongestant, Deliriant, Ecbolic Emetic, Epileptigenic, Expectorant, Fungicide, Herbicide Insect-Repellent, Insectifuge, Irritant, Nematicide, Occuloirritant, P450-2B1-Inhibitor, Pesticide, Respirainhibitor, Respirastimulant Rubefacient, Stimulant, Transdermal, Verrucolytic, Vibriocide",Weed,seosnal variability (June/2009),"4,7,7-trimethylbicyclo[2.2.1]heptan-3-one,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,camphor,76-22-2,0.08,Leaves,GC-FID and GC-MS,C10H16O,monoterpene derivative,"Allelopathic, Analgesic, Anesthetic, Antiacne, Antidiarrheic Antidysenteric, Antiemetic, Antifeedant, Antifibrositic Antineuralgic, Antipruritic, Antiseptic, Antispasmodic, CNS-Stimulant, Cancer-Preventive, Carminative, Convulsant, Cosmetic, Counterirritant, Decongestant, Deliriant, Ecbolic Emetic, Epileptigenic, Expectorant, Fungicide, Herbicide Insect-Repellent, Insectifuge, Irritant, Nematicide, Occuloirritant, P450-2B1-Inhibitor, Pesticide, Respirainhibitor, Respirastimulant Rubefacient, Stimulant, Transdermal, Verrucolytic, Vibriocide",Weed,seosnal variability (June/2009),"4,7,7-trimethylbicyclo[2.2.1]heptan-3-one,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,camphor,76-22-2,0.08,Leaves,GC-FID and GC-MS,C10H16O,monoterpene derivative,"Allelopathic, Analgesic, Anesthetic, Antiacne, Antidiarrheic Antidysenteric, Antiemetic, Antifeedant, Antifibrositic Antineuralgic, Antipruritic, Antiseptic, Antispasmodic, CNS-Stimulant, Cancer-Preventive, Carminative, Convulsant, Cosmetic, Counterirritant, Decongestant, Deliriant, Ecbolic Emetic, Epileptigenic, Expectorant, Fungicide, Herbicide Insect-Repellent, Insectifuge, Irritant, Nematicide, Occuloirritant, P450-2B1-Inhibitor, Pesticide, Respirainhibitor, Respirastimulant Rubefacient, Stimulant, Transdermal, Verrucolytic, Vibriocide",Weed,seosnal variability (June/2009),"4,7,7-trimethylbicyclo[2.2.1]heptan-3-one,,,,,,,,,,,,,,,,,,,,,,,"
